036906AE-A01F-44F5-A62A-CD860FDFFE44;I should avoid physical exertion when I have complaints.
0376EF29-11A4-4AF1-A65A-0E714C24D980;Experience strong, negative feelings such as fear, horror, anger, guilt or shame?
03804944-3D73-444F-AC10-779775958E9D;Where is the COVID-19 Diagnosis made for the first time?
039685CB-DB5D-4CB1-9899-F6B6B6259140;FEV1 % of predicted pre-ventolin
03B35A1D-0E58-499C-AF8E-8E02E2AB106F;Has the participant (had) a runny nose or a stuffy nose since the start of the Covid complaints?
03BA15AF-9161-4E7B-8B00-335AF616F754;Number of days of skin rash
03C0FFA4-5891-45F8-86E6-981B0D26CBE6;Did you have one of the following symptoms between the previous visit and now?
03CD79CC-19D3-4602-B3EA-4D13A3693131;Bump against people by accident
03DC3F7A-E0FA-49A6-A46E-E4AB81144EB8;Number of days of breath of breath or perception experienced
03DD1067-BEE4-417F-8320-CCECBEBCA5F8;Old field, not filling in - GGD private ID: V
03EEDD50-76E0-4020-BC33-1F9981A6F23D;To what extent do you experience physical complaints of your illness by the coronavirus?
03FF834F-DC6A-4594-A216-4769FBEF5667;Overlook
04015930-F972-4FDA-88C5-88D0CF997FC5;Has there been a new IC recording since the previous extensive visit?
0406516E-7F34-4F81-B63E-AF2EC7213851;Suppose someone, for example your partner, family member or a friend, had helped you on these days.And all the unpaid work that you could not do for you had done.How many hours did that person have been working on this on average on these days?
040BC634-4C49-4D8F-BBBA-8E604A96158F;On what date did the participant last experience squeaky breathing?
043BE7BF-ED3D-4F31-BA86-34928458B43C;Kidney failure with dialysis / kidney replacement therapy
044A532F-1CF4-4759-90C0-8CB78AD03553;Joint pain
0450BB29-0AF1-489A-8796-C0254E3C416A;Did the participant suffer from earache after the previous visit?
04829DFB-BC5F-47D2-B678-ADFA88BA2D78;Coagulation disorder / intravascular coagulation
0486D6FE-1559-42FE-A6BA-AD52BA697F2C;Runny nose or a stuffy nose
0486ED67-35A2-401B-A26C-4C856CBDC100;On what date did the abdominal pain start?
048BADC4-5F16-458B-86A5-49053186D548;Diffusion test done?
04947223-169F-499F-BC43-6842F1DC1388;Kidney failure with dialysis / kidney replacement therapy
04B0A492-F91B-49FB-8E11-4E8606C0E787;Which measurements should be repeated on month 6?
04C02A7A-1EF8-4CDC-9C01-A37E0001F492;On what date did the participant last experience the fainting?
04C0B384-7D10-4D7D-AAA1-729F14AADF12;Date of COVID-19 Diagnosis
04C74DEC-139B-416F-AF13-009EF9E7495A;Date of screening
04D5CE4E-5010-4ABE-9F95-BBBA65C4306B;Since the previous visit and now, what degree of abdominal pain has the participant experienced maximum?
04EB2E0B-9CBD-4CB5-94FB-B8124C4E748E;Since the start of chest pain, what degree of pain has the participant experienced maximum?
050A5675-6CB7-441F-B115-BEAD97DE4C21;Does the participant currently have a fever?
