"03A9374F-45F6-4A4B-8A12-9675B47BC4D4";"New or recurrent nausea or vomiting"
"03B35A1D-0E58-499C-AF8E-8E02E2AB106F";"Heeft de deelnemer last (gehad) van een loopneus of een verstopte neus sinds de start van de covid-klachten?"
"03BA15AF-9161-4E7B-8B00-335AF616F754";"Aantal dagen huiduitslag gehad"
"03C0FFA4-5891-45F8-86E6-981B0D26CBE6";"Heeft u tussen het vorige bezoek en nu last van één van de volgende verschijnselen gehad?"
"03CD79CC-19D3-4602-B3EA-4D13A3693131";"Per ongeluk tegen mensen opbotsen"
"03DC3F7A-E0FA-49A6-A46E-E4AB81144EB8";"Aantal dagen kortademigheid of benauwdheid ervaren"
"03DD1067-BEE4-417F-8320-CCECBEBCA5F8";"OUD VELD, NIET INVULLEN - GGD priv-ID: V"
"03EEDD50-76E0-4020-BC33-1F9981A6F23D";"In hoeverre ervaart u lichamelijke klachten van uw ziekte door het coronavirus?"
"03FF834F-DC6A-4594-A216-4769FBEF5667";"Wegwijzers over het hoofd zien"
"04015930-F972-4FDA-88C5-88D0CF997FC5";"Is er een nieuwe IC-opname geweest sinds het vorige uitgebreide bezoek?"
"0403C4E3-07F1-4551-8030-2070DD852096";"Datum CT thorax"
"0406516E-7F34-4F81-B63E-AF2EC7213851";"Stel dat iemand, bijvoorbeeld uw partner, familielid of een bekende, u op deze dagen had geholpen. En al het onbetaalde werk wat u niet kon doen, voor u had gedaan. Hoeveel uur was die persoon hier op deze dagen dan gemiddeld mee bezig geweest?"
"040BC634-4C49-4D8F-BBBA-8E604A96158F";"Op welke datum heeft de deelnemer voor het laatst de piepende ademhaling ervaren?"
"04224C2C-1148-4A50-8324-8481FBE8C808";"Stomach ache at baseline or new or recurrent stomach ache"
"042F8FA7-6AF4-430D-B0AA-FC375B18BF73";"TLCOc (corrected for Hb)"
"043BE7BF-ED3D-4F31-BA86-34928458B43C";"Nierfalen met dialyse / niervervangende therapie"
"0445FED9-92FD-4950-AB75-946DF29F2AB1";"Worrying too much about different things"
"044A532F-1CF4-4759-90C0-8CB78AD03553";"Gewrichtspijn"
"0450BB29-0AF1-489A-8796-C0254E3C416A";"Heeft de deelnemer last gekregen van oorpijn na het vorige bezoek?"
"046EEC20-36A9-49A1-9319-8BC649C1E987";"Diarrhoea"
"04829DFB-BC5F-47D2-B678-ADFA88BA2D78";"Stollingsstoornis / intravasculaire stolling"
"0486D6FE-1559-42FE-A6BA-AD52BA697F2C";"Loopneus of een verstopte neus"
"0486ED67-35A2-401B-A26C-4C856CBDC100";"Op welke datum is de buikpijn begonnen?"
"048BADC4-5F16-458B-86A5-49053186D548";"Diffusietest gedaan?"
"04947223-169F-499F-BC43-6842F1DC1388";"Nierfalen met dialyse / niervervangende therapie"
"04B0A492-F91B-49FB-8E11-4E8606C0E787";"Welke metingen moeten er op maand 6 herhaald worden?"
"04B9ABCE-EEF5-493B-89B5-D72826CC143F";"Ear pain"
"04C02A7A-1EF8-4CDC-9C01-A37E0001F492";"Op welke datum heeft de deelnemer voor het laatst het flauwvallen ervaren?"
"04C0B384-7D10-4D7D-AAA1-729F14AADF12";"Datum van COVID-19 diagnose"
"04C74DEC-139B-416F-AF13-009EF9E7495A";"Datum van screenen"
"04D2C699-5599-40B7-8600-4BB53AD229E9";"What is your last earned net income per month before you were diagnosed with COVID-19?"
"04D5CE4E-5010-4ABE-9F95-BBBA65C4306B";"Sinds het vorige bezoek en nu, welke mate van buikpijn heeft de deelnemer maximaal ervaren?"
"04EB2E0B-9CBD-4CB5-94FB-B8124C4E748E";"Sinds het begin van de pijn op de borst, welke mate van pijn heeft de deelnemer maximaal ervaren?"
"04FE0859-C469-4134-A750-6F8FF76271CA";"FEV1 post-Ventolin"
"050A5675-6CB7-441F-B115-BEAD97DE4C21";"Heeft de deelnemer op dit moment koorts?"
"0512D24F-BA08-426F-BFEF-2FEE925D8BB2";"Below is a list of problems that people sometimes have in response to a very stressful experience. Please read each problem carefully and then click the button to indicate how much you have been bothered by that problem as a result of your disease because of COVID-19."
"05139DB6-41FC-40B0-9746-05F5569B4164";"Specify the 1st type"
