"F034FAAA-2B1E-4E61-BCDA-1AC69551AED8";"Fysiotherapeut (of manueel-, caesar-, mensendieck-therapeut)"
"F0499865-EF70-4973-B879-031EF6EB1583";"Sputum"
"F076BE50-3187-4E58-A472-55D66652BBAF";"In the first 6 months after SARS-CoV-2 infection only"
"F081935F-1E74-4921-9ACB-2A7946F1C6FB";"Libya"
"F0CCF873-D76A-4F17-81AF-139542D81902";"Mijn klachten blijven ongeveer hetzelfde over de tijd"
"F0F9A15E-9E36-40BC-877B-29F148F05444";"Micronesia"
"F162AC28-F5FA-4B4E-9FF4-FC0CA2B777F0";"Spain"
"F163EC20-82C6-4D2A-BB5B-4661C14C3FFB";"Adrenergic dependent"
"F17C9FF0-F509-4646-A238-BCF8426A0B23";"Kuwait"
"F1AF32D2-64BF-4519-9B7D-6A885CBA7F60";"Verpleeghuis"
"F1F29AD2-00F3-46C3-96E7-F8473EA72D78";"De symptomen zijn tegelijk begonnen"
"F2118283-15AE-4739-8235-08C6FF4C101B";"%"
"F214C72A-95AF-476C-8B30-8DDA5DF510BF";"Australia"
"F218AC82-64F3-4021-AAF0-4B3701F66C62";"Computer en wiskundige beroepen"
"F287BD4D-A84A-4929-AC71-27CAC54C8846";"N/A"
"F28D0380-D3B1-41C5-80BB-67E88E128178";"Loop diuretics"
"F2CA3F1B-259B-4C6A-9E9D-5A9AE61460EF";"Slovakia"
"F2D9F5A0-496E-40EE-8762-45C06095DB7E";"N/A"
"F2DE8420-B265-4B34-B3F8-205C09EA0BC9";"Chest pain, heavy pressure on the chest, or pain while breathing"
"F2F68659-92F4-4104-B193-48D79149F82E";"Nee"
"F3401826-CFA4-4B02-904D-C6A4122F0F6B";"Liechtenstein"
"F37C445C-512C-41CD-A013-9B71F44A20AE";"Counter Covid"
"F38BD1B7-200E-434A-846A-A386C3B8FA50";"Dsypnea"
"F39F4777-8523-4267-B9F4-C0EBD7FE5EA1";"Syria"
"F3F40F6B-4CD0-4615-8BA3-8A0962F2E362";"Niet opgenomen in het ziekenhuis, normale activiteiten hervat"
"F3FF7EBB-5C8B-4BBF-BD15-F872B1A27EE1";"AMC"
"F44D54F2-30CA-4667-8E01-DEDF2B378EDD";"Telemetry"
"F4515E11-5EB5-4B99-99C0-C4770787448D";"Equatorial Guinea"
"F4624373-79C3-42EB-9183-73ED7B8BDCDA";"Grade 4 – Temp >40 or requiring A&E (SHE) visit or hospitalisation"
"F470CDD0-077E-46EE-BB7B-E154DE6940DC";"Madagascar"
"F4921F56-A906-4903-A694-63AECD3FBAAD";"Streptococcus pneumoniae"
"F4A3E5DD-D97B-4609-B65E-07C63091B334";"I am disabled, for... %"
"F4AF9783-1FB9-474B-845F-D69CD9CD1962";"Ciprofloxacine"
"F4FBE2EB-561A-4CD4-ADC9-3C759393E678";"Nee"
"F50427E0-4899-4BF8-8235-CFE29A2861BC";"Female"
"F504853F-A392-491A-8C41-ADFD6D08BB6C";"Aangeboren hartafwijking"
"F5242519-BF0D-46B0-9102-51765F65F708";"South Korea"
"F52FD48D-88D4-4F07-A71F-153A7CF4DBDA";"Agree"
"F5401A7B-64E4-4188-B127-C5A3952A96D9";"4"
"F5855EA8-9056-4C95-AF14-D9DEFEA8F9FC";"Mild (Grade 1) – In staat om dagelijkse bezigheden te continueren"
"F5884AE1-8A61-42AD-AB1E-5E873301C829";"Tussen 1701 en 2950 euro"
"F58C1B5E-DBB9-4164-8413-69D5A5DE4907";"Abdominal pain"
"F5A17F72-DEB3-4707-868E-F2322D27958A";"Om een culturele activiteit te ondernemen (bijvoorbeeld bioscoop, theater, museum, concert)"
"F5C2B146-2758-49FA-8798-649F08F714A9";"Guyana"
"F5C57D2D-513F-473D-B3DD-7356665F6D35";"BAL"
"F67C6C4E-37C2-4C6C-90E9-A5AC2AEC6269";"Bedevaart"
"F6AFAA53-36BC-4B1B-830B-B8EBE6C92A0D";"Protective service occupations"
"F6D77512-BC93-4163-ACF6-2E8984ED9DBC";"Nee"
"F6F81E06-BAB5-43F1-B126-A8D04990E768";"Getrouwd / geregistreerd partnerschap"
"F73AF9A6-2F26-4CBB-9D05-6F779DE530E9";"Mexico"
"F7549AC6-B3F5-4472-9596-DD1DA554E36C";"Medium Care Unit admission"
"F766E47F-9FEA-48C9-B49F-A28DACA4CAAF";"Not specified"
"F770D3AA-71F7-4CDA-BBB8-631CD47D6BB6";"Malawi"
"F78273AD-B3D0-4233-98F4-945EB7A62D64";"Fiji"
"F847E9BD-BD3D-48D7-ABBA-1014803F1E2F";"Difficulty concentrating or 'brain fog'"
"F863D681-CCB5-432B-A9E9-D3EFF242F29C";"Feces/rectal swab"
"F88912C2-37EB-4755-8130-7532A3A8BAC4";"Brazil"
"F8D4F088-60DC-46FC-A118-97347AE4F355";"Nee"
"F8EE5B25-B0E4-4436-87EE-3D137F702265";"Grade 1 – 2.0-5.0cm in diameter"
"F94C8366-A481-4D5F-A777-192F6C66E789";"Helemaal niet mee eens"
"F95CB97A-CEF6-4B74-94FA-70CFA66EE19B";"OLVG"
"F99E789D-D213-4960-990F-AFE4AFF88F42";"Day care treatment somewhere else"
"F9B8B02A-D525-45EB-A678-F41B7EBA7F8A";"Other"
"F9E06E07-F2AC-419E-B919-C996B86DEBB3";"Onderwijs, opleiding en bibliotheek beroepen"
"F9FD48AC-6CB7-4DD5-9E30-D0CE69380006";"New Caledonia"
"FA1FED56-377B-4EE2-B1FC-EC5EBCDD3EAF";"Isle of Man"
"FA43D809-6F53-4994-BABF-1492C3109095";"Ja"
"FA57F46A-115C-445C-9B6F-DD89AEEDBCE0";"Zeer ernstig (Grade 4) – Bezoek aan SEH of ZHO"
"FAAE42C8-1892-4009-AE48-1FEAE2173F13";"het ergert mij helemaal niet"
"FAC88557-652A-4806-A877-B6831C744E96";"To walk the dog or play outside with your children"
"FB14B17C-A0ED-4C66-87CF-1F0853BA164A";"gelijk beschermd"
"FB430C4B-F2D1-4F16-B060-2C597A71C86C";"Acrocyanose"
"FB878C11-D567-42B8-A8AC-F7BC11FA5383";"Man"
"FB890F22-8373-4B03-8ED2-D77AE0E2469A";"Negatief"
"FB9C2F71-F079-4BA9-94C9-DA9BD004C627";"Strongly disagree"
"FBDA6085-2EB3-4407-B164-83F83D2944DD";"Nee"
"FBEF21C8-F0DA-4265-A2D7-B5EE152A6087";"Other"
"FBFD9EBE-FC07-4D2E-9A1E-9FCBF5FE350E";"Arabic"
"FC274E7E-8F9A-40EA-871A-EC4F7BDD5458";"Rituximab"
"FD61041F-77FC-4143-96BC-D8CBB902EA00";"Crohn's disease"
"FD7D4F90-4BC1-4F3B-AB10-D87E238948D4";"Cuba"
"FD97B0FA-908C-4770-9F04-C50057E485F7";"Portugal"
"FDB7FF7A-4699-4D79-A9D3-F39F7CC161E9";"Extremely"
"FDE6ADBC-372C-42A8-AA13-9E5E46B08294";"Discharged alive"
"FE08320F-B799-4BF4-9A93-B3EA642D772E";"Uganda"
"FE09B4EB-6193-4E03-9249-30E5BDCA13AD";"On welfare or benefits"
"FE0FCD0D-B45B-496F-8998-B2F8A748AF16";"Qatar"
"FE20F713-75AC-4ECD-984C-F286681B75BC";"Matig (Grade 2) – Niet in staat om dagelijkse bezigheden te continueren, maar geen contact met een hulpverlener vereist"
"FE5CA437-8ADF-472E-87EC-B9120F8E2D9D";"Hospital Ward"
"FE60F897-278F-4ADB-B2D5-A4E4C27D30DF";"Weight gain (>5kg)"
"FE7F8929-4758-4E3C-97BF-D2D8F95DE960";"Ja, vanwege mantelzorg"
"FE9CC0CB-7B13-45C6-B8FC-0E848A30B649";"mmol/L"
"FEA2A5C0-9023-4DEC-B0EA-F010F0DDC97B";"Germany"
"FEA9A93F-D4C7-4F70-96D5-94C04E95CD93";"Nogal bang"
"FEAEAA47-70B5-456E-AF0A-B133FF7A1CB1";"Nee"
"FEC020F6-2FEC-43A4-8E97-4F90EDA779D3";"OLVG West"
"FF1DC837-32DC-4CC7-A5CB-B4DCDECF77A9";"Primary education"
"FF4519E5-71BB-4E22-A158-96A229B1BBCA";"Catering industry"
"FF4FEF74-155E-44BE-B55B-F86E1CB7E021";"Central African Republic"
"FF633172-A935-4057-9D12-15950BA6C87B";"Ja, vanwege ander (vrijwilligers) werk"
"FF947919-F499-45B4-B2E7-E98BD2EDD066";"Cough"
"FFC07112-5D0E-4DAB-A41D-A0D22B60E8F7";"Yes"
"FFC8B3DE-BC4E-43E2-9687-DA8A528C93C7";"No"
"FFEAEB13-FE2B-4D5B-B8E8-5796F2D936CD";"Much worse now than one year ago"
